,,altitude(feet),ascent(feet),speed(mph),distance(feet),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mph),velocityY(mph),velocityZ(mph),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
51.4055,-2.8192,0,0,0.67,0,0,0,0.67,0,0,35:22.9,35:22.9,9,0,0,12.011,41.779605,-8.528486,0,0,-0.67,0,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,Litchi_4.6.1-g,rogerio...-Mavic Air,0K1DF133AD0586,0RKCECL0061D5U,0K4AF24A340CD4,,0,0,0,-9,-1,689,0,0,694,11,3,3,1.57,0,0,-3,0,,,97,97,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,0,0,0.89,0,0,0,0.89,0,86,35:23.0,35:23.0,9,0,0,12.011,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,-2,689,0,0,694,11,3,4,2.04,0,0,-4,0,,,97,97,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,1,1,0.89,0,1,1,0.89,0,168,35:23.0,35:23.0,9,0,0,12.011,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-8,-2,689,0,0,694,11,4,4,2.18,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,1,1,0.89,0,1,1,0.89,0,312,35:23.2,35:23.2,9,0,0,12.011,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-8,-2,689,0,0,694,11,4,4,2.4,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,1,1,0.89,0,1,1,0.89,0,385,35:23.3,35:23.3,9,0,0,12.011,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,-1,689,0,0,694,11,5,4,2.55,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,1,1,0.89,0,1,1,0.89,0,493,35:23.4,35:23.4,9,0,0,12.011,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-8,0,687,0,0,693,11,5,4,2.47,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,1,1,1.12,0,1,1,1.12,0,620,35:23.5,35:23.5,9,0,0,12.011,41.779605,-8.528486,0,0,-1.12,0,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,-1,687,0,0,693,11,6,5,2.61,0,0,-5,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,1,1,1.12,0,1,1,1.12,0,704,35:23.6,35:23.6,9,0,0,12.011,41.779605,-8.528486,0,0,-1.12,0,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,0,689,0,0,693,11,6,5,2.29,0,0,-5,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,2,2,0.89,0,2,2,1.12,0,811,35:23.7,35:23.7,9,0,0,12.011,41.779605,-8.528486,0,0,-0.89,1,0,68,0,1,0,75,100,-3023,1690,12011,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,0,689,0,0,693,11,6,4,2.39,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,2,2,0.89,0,2,2,1.12,0,916,35:23.8,35:23.8,9,0,0,11.746,41.779605,-8.528486,0,0,-0.89,1,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,0,689,0,0,693,11,6,4,2.39,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,2,2,0.89,0,2,2,1.12,0,1022,35:23.9,35:23.9,9,0,0,11.746,41.779605,-8.528486,0,0,-0.89,1,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-10,-1,689,0,0,693,11,8,4,2.5,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,2,2,0.89,0,2,2,1.12,0,1106,35:24.0,35:24.0,9,0,0,11.746,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,-4,689,0,0,693,11,8,4,2.65,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,2,2,0.89,0,2,2,1.12,0,1199,35:24.1,35:24.1,9,0,0,11.746,41.779605,-8.528486,0,0,-0.89,1,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,-5,689,0,0,693,11,8,4,2.74,0,0,-4,0,,,94,94,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,2,2,0.89,0,2,2,1.12,0,1323,35:24.2,35:24.2,9,0,0,11.746,41.779605,-8.528486,0,0,-0.89,1,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-10,-2,689,0,0,693,11,8,4,2.8,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,3,3,0.89,0,3,3,1.12,0,1418,35:24.3,35:24.3,9,0,0,11.746,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-8,0,687,0,0,693,11,10,4,2.89,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,3,3,1.12,0,3,3,1.12,0,1502,35:24.4,35:24.4,9,0,0,11.746,41.779605,-8.528486,0,0,-1.12,0,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-5,2,689,0,0,693,11,10,5,2.97,0,0,-5,0,,,100,100,0,1,0,0,0,2,1,,,,,8.9,1.9,0
51.4055,-2.8192,3,3,1.12,1,3,3,1.12,1,1624,35:24.5,35:24.5,9,0,0,11.746,41.779605,-8.528486,0,0,-1.12,0,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,TAKE_OFF,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-5,0,689,0,0,693,11,11,5,3.06,0,0,-5,0,,,100,100,0,1,0,0,0,2,1,,,,,9.1,1.9,0
51.4055,-2.8192,3,3,1.12,1,3,3,1.12,1,1713,35:24.6,35:24.6,9,0,0,11.746,41.779605,-8.528486,0,0,-1.12,0,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,P_GPS,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-4,-1,689,0,0,693,6,11,5,3.07,0,0,-5,0,,,100,100,0,1,0,0,0,2,1,,,,,9.2,1.9,0
51.4055,-2.8192,3,3,0.89,1,3,3,1.12,1,1804,35:24.7,35:24.7,9,0,0,11.746,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-4513,1689,11746,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-2,0,689,0,0,693,14,12,4,3.13,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.2,1.9,0
51.4055,-2.8192,3,3,0.89,0,3,3,1.12,1,1899,35:24.8,35:24.8,9,0,0,11.634,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-2,2,689,0,0,693,14,12,4,3.03,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.2,1.9,0
51.4055,-2.8192,3,3,0.89,1,3,3,1.12,1,2024,35:24.9,35:24.9,9,0,0,11.634,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-4,2,689,0,0,693,14,12,4,3.05,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.2,1.9,0
51.4055,-2.8192,4,4,0.89,0,4,4,1.12,1,2112,35:25.0,35:25.0,9,0,0,11.634,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-5,5,687,0,0,693,14,12,4,2.66,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.2,1.9,0
51.4055,-2.8192,4,4,0.89,0,4,4,1.12,1,2206,35:25.1,35:25.1,9,0,0,11.634,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-6,4,689,0,0,693,14,12,4,2.63,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.3,1.9,0
51.4055,-2.8192,4,4,0.89,0,4,4,1.12,1,2278,35:25.1,35:25.1,9,0,0,11.634,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-8,4,689,0,0,693,14,13,4,2.84,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.3,1.9,0
51.4055,-2.8192,4,4,0.89,0,4,4,1.12,1,2420,35:25.3,35:25.3,9,0,0,11.634,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,2,689,0,0,691,14,13,4,2.83,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.4,1.9,0
51.4055,-2.8192,4,4,0.89,0,4,4,1.12,1,2511,35:25.4,35:25.4,9,0,0,11.634,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,1,689,0,0,691,14,15,4,2.81,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.4,1.9,0
51.4055,-2.8192,4,4,0.89,0,4,4,1.12,1,2593,35:25.5,35:25.5,9,0,0,11.634,41.779605,-8.528486,0,0,-0.89,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,1,689,0,0,691,14,15,4,2.79,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.4,1.9,0
51.4055,-2.8192,5,5,1.12,0,5,5,1.12,1,2723,35:25.6,35:25.6,9,0,0,11.634,41.779605,-8.528486,0,0,-1.12,0,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-9,2,689,0,0,691,14,16,5,2.62,0,0,-5,0,,,100,100,0,1,0,0,0,2,1,,,,,9.6,1.9,0
51.4055,-2.8192,5,5,1.12,0,5,5,1.12,1,2802,35:25.7,35:25.7,9,0,0,11.634,41.779605,-8.528486,0,0,-1.12,1,0,68,0,1,0,75,100,-7254,1688,11634,2980.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-10,2,689,0,0,691,14,16,5,2.58,0,0,-5,0,,,100,100,0,1,0,0,0,2,1,,,,,9.6,1.9,0
51.4055,-2.8192,5,5,0.89,0,5,5,1.12,1,2903,35:25.8,35:25.8,9,0,0,11.623,41.779605,-8.528486,0,0,-0.89,1,0,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,5,689,0,0,691,14,17,4,2.31,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.7,1.9,0
51.4055,-2.8192,5,5,0.89,0,5,5,1.12,1,3013,35:25.9,35:25.9,9,0,0,11.623,41.779605,-8.528486,0,0,-0.89,1,0,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,4,689,0,0,691,14,17,4,2.25,0,0,-4,0,,,100,100,0,1,0,0,0,2,1,,,,,9.7,1.9,0
51.4055,-2.8192,5,5,0.67,0,5,5,1.12,1,3113,35:26.0,35:26.0,9,0,0,11.623,41.779605,-8.528486,0,0,-0.67,1,0,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-10,2,689,0,0,691,14,17,3,2.47,0,0,-3,0,,,100,100,0,1,0,0,0,2,1,,,,,9.7,1.9,0
51.4055,-2.8192,5,5,0.67,0,5,5,1.12,1,3204,35:26.1,35:26.1,9,0,0,11.623,41.779605,-8.528486,0,0,-0.67,1,1,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-17,13,689,0,0,691,14,17,3,2.44,0,0,-3,0,,,100,100,0,1,0,0,0,2,1,,,,,9.7,1.9,0
51.4055,-2.8192,5,5,0.67,0,5,5,1.12,1,3323,35:26.2,35:26.2,9,0,0,11.623,41.779605,-8.528486,0,0,-0.67,1,1,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-16,13,689,0,0,691,14,17,3,2.44,0,0,-3,0,,,100,100,0,1,0,0,0,2,1,,,,,9.7,1.9,0
51.4055,-2.8192,6,6,0.67,0,6,6,1.12,1,3416,35:26.3,35:26.3,9,0,0,11.623,41.779605,-8.528486,0,0,-0.67,1,0,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-15,9,689,0,0,691,14,18,3,2.43,0,0,-3,0,,,100,100,0,1,0,0,0,2,1,,,,,9.7,1.9,0
51.4055,-2.8192,6,6,0.67,0,6,6,1.12,1,3506,35:26.4,35:26.4,9,0,0,11.623,41.779605,-8.528486,0,0,-0.67,1,0,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-13,5,689,0,0,691,14,18,3,2.61,0,0,-3,0,,,100,100,0,1,0,0,0,2,1,,,,,9.6,1.9,0
51.4055,-2.8192,6,6,0.67,0,6,6,1.12,1,3598,35:26.5,35:26.5,9,0,0,11.623,41.779605,-8.528486,0,0,-0.67,1,0,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,0,689,0,0,691,14,18,3,2.63,0,0,-3,0,,,100,100,0,1,0,0,0,2,1,,,,,9.6,1.9,0
51.4055,-2.8192,6,6,0.67,0,6,6,1.12,1,3721,35:26.6,35:26.6,9,0,0,11.623,41.779605,-8.528486,0,0,-0.67,1,0,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,0,689,0,0,691,14,20,3,2.67,0,0,-3,0,,,100,100,0,1,0,0,0,2,1,,,,,9.6,1.9,0
51.4055,-2.8192,6,6,0.45,0,6,6,1.12,1,3812,35:26.7,35:26.7,9,0,0,11.623,41.779605,-8.528486,0,0,-0.45,1,0,68,0,1,0,75,100,-7151,1686,11623,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,-1,687,0,0,691,14,20,2,2.7,0,0,-2,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,1.9,0
51.4055,-2.8192,6,6,0.45,0,6,6,1.12,1,3905,35:26.8,35:26.8,9,0,0,11.613,41.779605,-8.528486,0,0,-0.45,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-13,-1,689,0,0,691,14,20,2,2.67,0,0,-2,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,1.9,0
51.4055,-2.8192,6,6,0.45,0,6,6,1.12,1,4038,35:26.9,35:26.9,9,0,0,11.613,41.779605,-8.528486,0,0,-0.45,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-13,-1,689,0,0,691,14,20,2,2.7,0,0,-2,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,1.9,0
51.4055,-2.8192,6,6,0.45,0,6,6,1.12,1,4104,35:27.0,35:27.0,9,0,0,11.613,41.779605,-8.528486,0,0,-0.45,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,0,687,0,0,691,14,20,2,2.82,0,0,-2,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,1.9,0
51.4055,-2.8192,6,6,0.22,0,6,6,1.12,1,4224,35:27.1,35:27.1,9,0,0,11.613,41.779605,-8.528486,0,0,-0.22,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-10,5,687,0,0,691,14,20,1,2.85,0,0,-1,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,3.3,0
51.4055,-2.8192,6,6,0.22,0,6,6,1.12,1,4313,35:27.2,35:27.2,9,0,0,11.613,41.779605,-8.528486,0,0,-0.22,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-10,5,687,0,0,691,14,20,1,2.62,0,0,-1,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,3.3,0
51.4055,-2.8192,6,6,0.22,0,6,6,1.12,1,4407,35:27.3,35:27.3,9,0,0,11.613,41.779605,-8.528486,0,0,-0.22,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-13,4,687,0,0,691,14,20,1,2.62,0,0,-1,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.2,0
51.4055,-2.8192,6,6,0.22,0,6,6,1.12,1,4526,35:27.4,35:27.4,9,0,0,11.613,41.779605,-8.528486,0,0,-0.22,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-15,2,687,0,0,691,14,20,1,2.56,0,0,-1,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,6,6,0,0,6,6,1.12,1,4618,35:27.5,35:27.5,9,0,0,11.613,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-17,1,687,0,0,691,14,20,0,2.56,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,6,6,0,0,6,6,1.12,1,4697,35:27.6,35:27.6,9,0,0,11.613,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-17,2,687,0,0,691,14,20,0,2.49,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,6,6,0,0,6,6,1.12,1,4798,35:27.7,35:27.7,9,0,0,11.613,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-7012,1684,11613,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-16,2,687,0,0,691,14,20,0,2.49,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,6,6,0,0,6,6,1.12,1,4919,35:27.8,35:27.8,9,0,0,11.6,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-6800,1682,11600,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-13,2,687,0,0,691,14,20,0,2.65,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,6,6,0,0,6,6,1.12,1,5010,35:27.9,35:27.9,9,0,0,11.6,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-6800,1682,11600,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,1,687,0,0,691,14,20,0,2.68,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,7,7,0,0,7,7,1.12,1,5124,35:28.0,35:28.0,9,0,0,11.6,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-6800,1682,11600,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,4032,4029,4032,0,0,0,22,,,,,,,0,0,0,-11,0,687,0,0,691,14,22,0,2.66,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,7,7,0,0,7,7,1.12,1,5212,35:28.1,35:28.1,9,0,0,11.6,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-6800,1682,11600,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,3878,3863,3873,0,0,0,22,,,,,,,0,0,0,-13,1,687,0,0,690,14,22,0,2.68,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,7,7,0,0,7,7,1.12,1,5303,35:28.2,35:28.2,9,0,0,11.6,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-6800,1682,11600,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,3878,3863,3873,0,0,0,22,,,,,,,0,0,0,-13,1,689,0,0,690,14,22,0,2.56,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,7,7,0,0,7,7,1.12,1,5424,35:28.3,35:28.3,9,0,0,11.6,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-6800,1682,11600,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,3878,3863,3873,0,0,0,22,,,,,,,0,0,0,-16,0,689,0,0,690,14,22,0,2.57,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,7,7,0,0,7,7,1.12,1,5513,35:28.4,35:28.4,9,0,0,11.6,41.779605,-8.528486,0,0,0,1,0,68,0,1,0,74,100,-6800,1682,11600,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,3878,3863,3873,0,0,0,22,,,,,,,0,0,0,-18,0,689,0,0,690,14,22,0,2.41,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
51.4055,-2.8192,7,7,0,0,7,7,1.12,1,5605,35:28.5,35:28.5,9,0,0,11.6,41.779605,-8.528486,0,0,0,2,0,68,0,1,0,74,100,-6800,1682,11600,2981.5,13,NAVI,1,0,0,0,0,0,0,1.53E+12,3878,3863,3873,0,0,0,22,,,,,,,0,0,0,-20,0,689,0,0,690,14,22,0,2.41,0,0,0,0,,,100,100,0,1,0,0,0,2,1,,,,,9.5,4.4,0
