latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mph),velocityY(mph),velocityZ(mph),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
51.405513,-2.819334,3,3,6.04,0,3,3,6.04,0,0,2018-07-12 13:54:31.546,2018-07-12 14:54:31.546,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-6.04,-2,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,56,0,0,1531403671534,4075,4070,4071,0,0,0,13,Litchi_4.7-g,markmavic,08RDE3400101DF,08XUE3E0013AD2,093AE2Q03102B9,,0,0,0,22,-2,438,-30,0,437,6,11,27.00,1.28,0,0,-27,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,0.0,0
51.405513,-2.819334,4,4,6.71,0,4,4,6.71,0,98,2018-07-12 13:54:31.632,2018-07-12 14:54:31.632,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-6.71,-2,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403671632,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,26,-4,438,-30,0,437,6,12,30.00,1.50,0,0,-30,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,0.0,0
51.405513,-2.819334,5,5,6.93,0,5,5,6.93,0,214,2018-07-12 13:54:31.749,2018-07-12 14:54:31.749,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-6.93,-2,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403671748,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,28,-4,437,-30,0,437,6,17,31.00,1.69,0,0,-30,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,0.0,0
51.405513,-2.819334,6,6,6.93,0,6,6,6.93,0,308,2018-07-12 13:54:31.843,2018-07-12 14:54:31.843,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-6.93,-3,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403671842,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,30,-2,438,-30,0,437,6,20,31.00,1.82,0,0,-30,0,,,100,100,0,1,0,0,0,2,0,,,,,4.3,0.0,0
51.405513,-2.819334,7,7,6.71,0,7,7,6.93,0,399,2018-07-12 13:54:32.017,2018-07-12 14:54:32.017,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-6.71,-2,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403671933,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,28,-2,437,-30,0,437,6,22,30.00,1.93,0,0,-30,0,,,100,100,0,1,0,0,0,2,0,,,,,4.3,0.0,0
51.405513,-2.819334,8,8,6.04,0,8,8,6.93,0,520,2018-07-12 13:54:32.054,2018-07-12 14:54:32.054,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-6.04,-3,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403672054,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,30,-1,437,-30,0,437,6,25,27.00,1.88,0,0,-27,0,,,100,100,0,1,0,0,0,2,0,,,,,6.7,0.0,0
51.405513,-2.819334,9,9,5.37,0,9,9,6.93,0,596,2018-07-12 13:54:32.130,2018-07-12 14:54:32.130,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-5.37,-3,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403672130,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,30,-2,437,-30,0,437,6,29,24.00,1.86,0,0,-24,0,,,100,100,0,1,0,0,0,2,0,,,,,6.7,0.0,0
51.405513,-2.819334,10,10,4.25,0,10,10,6.93,0,713,2018-07-12 13:54:32.248,2018-07-12 14:54:32.248,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-4.25,-3,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403672247,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,30,0,437,-30,0,437,6,30,19.00,1.83,0,0,-18,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,0.0,0
51.405513,-2.819334,10,10,3.36,0,10,10,6.93,0,796,2018-07-12 13:54:32.330,2018-07-12 14:54:32.331,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-3.36,-3,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403672330,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,31,-1,437,-30,0,437,6,32,15.00,1.85,0,0,-15,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,0.0,0
51.405513,-2.819334,10,10,2.24,0,10,10,6.93,0,906,2018-07-12 13:54:32.442,2018-07-12 14:54:32.442,21,0,0.00,12.158000,51.405514,-2.819333,0.00,0.00,-2.24,-3,0,43,0,1,0,82,99,-3010,3112,12158,3121.50,16,P_GPS,1,0,0,0,0,0,0,1531403672440,4075,4070,4071,0,0,0,13,,,,,,,0,0,0,32,0,437,-30,0,437,6,32,10.00,1.96,0,0,-10,0,,,100,100,0,1,0,0,0,2,0,,,,,0.0,0.0,0
